,token,word,frequency,n_generate
2038,5099,〈,2,15
2039,35252,Tiergarten,2,15
2040,42643,ASCII,2,15
2041,30557,346,2,15
2042,38475,SGDs,2,15
2043,44148,Proxy,2,15
2044,47651,Purchase,2,15
2045,35442,Dropping,2,15
2046,27626,religious,2,15
2047,11186,white,2,15
2048,36654,broad,2,15
2049,43617,Whitbread,2,15
2050,31574,ANA,2,15
2051,25802,fuel,2,15
2052,30754,Viau,2,15
2053,2623,36Kr,2,15
2054,24750,Fallaway,2,15
2055,3865,95,2,15
2056,15363,115,2,15
2057,42912,Kingsland,2,15
2058,44559,Leod,2,15
2059,2302,extended,2,15
2060,39710,441,2,15
2061,7856,represents,2,15
2062,42747,Syrian,2,15
2063,43538,CW,2,15
2064,20474,MG,2,15
2065,312,id,2,15
2066,35378,507th,2,15
2067,24137,224th,2,15
2068,8697,CPython,2,15
2069,1797,ISMB,2,15
2070,43879,Float,2,15
2071,44721,MAC,2,15
2072,24446,Telltale,2,15
2073,47135,Rahho,2,15
2074,35067,Null,2,15
2075,45454,Pocketing,2,15
2076,7785,various,2,15
2077,42131,edited,2,15
2078,45677,Done,2,15
2079,19314,Linux,2,15
2080,30214,Friðfinnur,2,15
2081,9509,electing,2,15
2082,50044,Charge,2,15
2083,41074,NJ,2,15
2084,47705,1001,2,15
2085,12298,AWARDED,2,15
2086,20184,Privatisation,2,15
2087,30800,Template,2,15
2088,19776,Subjection,2,15
2089,24571,their,2,15
2090,39482,Acknowledged,2,15
2091,36420,Alerted,2,15
2092,13959,half,2,15
2093,31185,²,2,15
2094,15235,Pathlight,2,15
2095,31315,ARCHER,2,15
2096,10594,will,2,15
2097,10234,TFW,2,15
2098,42316,Constructs,2,15
2099,2920,49th,2,15
2100,35433,Explore,2,15
2101,9148,BLM,2,15
2102,3459,88,2,15
2103,29334,458th,2,15
2104,23148,222Rn,2,15
2105,44702,Mobutu,2,15
2106,17032,999,2,15
2107,13261,five,2,15
2108,19412,six,2,15
2109,23119,Jewett,2,15
2110,42751,1950s,2,15
2111,29841,Availability,2,15
2112,26054,Duration,2,15
2113,27369,Rawlinson,2,15
2114,22883,184th,2,15
2115,48397,WF6,2,15
2116,38618,Avoiding,2,15
2117,6968,PGWA,2,15
2118,14082,HPW,2,15
2119,28075,AMD,2,15
2120,42323,Cause,2,15
2121,21481,Conclusion,2,15
2122,32388,Facebuster,2,15
2123,46261,Velraj,2,15
2124,39075,Catalogue,2,15
2125,23004,Resulting,2,15
2126,33383,Shape,2,15
2127,1581,OR,2,15
2128,14508,also,2,15
2129,47581,Console,2,15
2130,12096,OH,2,15
2131,46898,Lasance,2,15
2132,39997,462,2,15
2133,17772,else,2,15
2134,11296,mg,2,15
2135,30488,tk,2,15
2136,5948,ye,2,15
2137,14454,109Mt,2,15
2138,18182,225Ac,2,15
2139,24403,227Ac,2,15
2140,35005,540,2,15
2141,2167,200ml,2,15
2142,32819,NB,2,15
2143,27605,NWOBHM,2,15
2144,22125,NI,2,15
2145,433,art,2,15
2146,49771,Synopsis,2,15
2147,49597,NEWS,2,15
2148,10599,rotation,2,15
2149,650,----,2,15
2150,22682,personal,2,15
2151,18608,supplied,2,15
2152,17887,SWF,2,15
2153,5088,odd,2,15
2154,26087,RET,2,15
2155,23505,markedly,2,15
2156,684,onset,2,15
2157,43335,YES,2,15
2158,23753,247,2,15
2159,23734,380th,2,15
2160,687,form,2,15
2161,8043,color,2,15
2162,20657,take,2,15
2163,5066,63rd,2,15
2164,49535,ω,2,15
2165,2213,trnK,2,15
2166,41887,complex,2,15
2167,2016,though,2,15
2168,32565,Spot,2,15
2169,2389,ID,2,15
2170,18011,legal,2,15
2171,11649,Shareef,2,15
2172,19857,Forge,2,15
2173,43420,results,2,15
2174,38827,RECORDS,2,15
2175,49393,fourth,2,15
2176,5376,Name,2,15
2177,39688,Origin,2,15
2178,11,",",2,15
2179,35561,Returns,2,15
2180,2197,now,2,15
2181,21315,208th,2,15
2182,33202,RAG,2,15
2183,27155,USBWA,2,15
2184,9858,COMIGAL,2,15
2185,31046,555th,2,15
2186,1264,201st,2,15
2187,26236,FK,2,15
2188,1203,less,2,15
2189,10652,FSN,2,15
2190,16963,promote,2,15
2191,29266,ADD,2,15
2192,27211,420th,2,15
2193,48882,747,2,15
2194,35569,given,2,15
2195,34960,graphical,2,15
2196,23621,OA,2,15
2197,14326,MWF,2,15
2198,18927,something,2,15
2199,19400,Change,2,15
2200,22973,Parambrata,2,15
2201,27632,Weapon,2,15
2202,8068,DF,2,15
2203,22093,Summary,2,15
2204,3324,77th,2,15
2205,46995,Elfman,2,15
2206,31768,Initiation,2,15
2207,23045,248,2,15
2208,48231,Appearance,2,15
2209,46002,submit,2,15
2210,20964,146th,2,15
2211,12227,second,2,15
2212,29199,bright,2,15
2213,34751,sweet,2,15
2214,41543,Ore,2,15
2215,27813,Package,2,15
2216,6551,weight,2,15
2217,32374,limit,2,15
2218,24176,along,2,15
2219,36365,気,2,15
2220,44245,Aid,2,15
2221,15711,108,2,15
2222,28965,musicOMH,2,15
2223,47858,JB,2,15
2224,1677,ENO,2,15
2225,39816,CG,2,15
2226,3312,06,2,15
2227,2998,07,2,15
2228,36208,MH370,2,15
2229,37719,ISC,2,15
2230,23188,178,2,15
2231,48952,591st,2,15
2232,22737,TB,2,15
2233,33814,Trustee,2,15
2234,42122,during,2,15
2235,44374,miscarriage,2,15
2236,11674,FIAT,2,15
2237,20470,cry,2,15
2238,19944,puisi,2,15
2239,2271,anaana,2,15
2240,2303,angu,2,15
2241,17660,late,2,15
2242,6759,matches,2,15
2243,24970,254,2,15
2244,45669,NOW,2,15
2245,15982,107th,2,15
2246,16833,every,2,15
2247,21989,stated,2,15
2248,29451,Wire,2,15
2249,44361,422d,2,15
2250,26582,325th,2,15
2251,26417,Actually,2,15
2252,32642,485,2,15
2253,4761,72,2,15
2254,37601,679,2,15
2255,14887,IZW,2,15
2256,15269,Copyright,2,15
2257,45068,419th,2,15
2258,9936,TY,2,15
2259,92,},2,15
2260,36493,TED,2,15
2261,325,sevastokrator,2,15
2262,4131,ambient,2,15
2263,47133,Registration,2,15
2264,28211,Someone,2,15
2265,32572,NL,2,15
2266,46815,901,2,15
2267,44602,FH,2,15
2268,48365,751st,2,15
2269,45495,ὁδὸς,2,15
2270,12394,INT,2,15
2271,8071,patent,2,15
2272,12807,san,2,15
2273,28803,nu,2,15
2274,918,renal,2,15
2275,43681,collection,2,15
2276,4524,74,2,15
2277,41647,511th,2,15
2278,23628,172nd,2,15
2279,46437,PRE,2,15
2280,34525,Connector,2,15
2281,7707,DROGAS,2,15
2282,35632,Camera,2,15
2283,23352,double,2,15
2284,45135,Submit,2,15
2285,28460,338th,2,15
2286,32459,366th,2,15
2287,33289,410,2,15
2288,46309,acid,2,15
2289,25994,ECHO,2,15
2290,27015,KSAT,2,15
2291,47033,maximum,2,15
2292,22846,ANN,2,15
2293,39132,610,2,15
2294,3653,men,2,15
2295,45507,Elsass,2,15
2296,49061,Awesome,2,15
2297,29322,ISIS,2,15
2298,22017,Wow,2,15
2299,25793,ARC,2,15
2300,25241,ICAO,2,15
2301,2301,regulating,2,15
2302,45066,knowledge,2,15
2303,31511,Safe,2,15
2304,19774,defense,2,15
2305,1455,legislative,2,15
2306,39754,primary,2,15
2307,38238,secondary,2,15
2308,17069,violations,2,15
2309,12418,WHEN,2,15
2310,14385,Sorry,2,15
2311,10260,Update,2,15
2312,324,adopts,2,15
2313,43643,Lots,2,15
2314,15751,TTB,2,15
2315,36127,Lua,2,15
2316,6966,cos,2,15
2317,22519,±,2,15
2318,42632,parts,2,15
2319,3535,OLS,2,15
2320,1452,tennis,2,15
2321,28230,lead,2,15
2322,14415,piouhgd,2,15
2323,46787,Administer,2,15
2324,19966,games,2,15
2325,30132,powers,2,15
2326,5305,realMyst,2,15
2327,35720,learned,2,15
2328,9948,calcium,2,15
2329,14259,vs,2,15
2330,10057,system,2,15
2331,48101,multiple,2,15
2332,36672,poor,2,15
2333,48433,Apps,2,15
2334,4475,date,2,15
2335,10468,TO,2,15
2336,49721,529th,2,15
2337,25876,Files,2,15
2338,47690,SOURCE,2,15
2339,19052,before,2,15
2340,24305,---------------,2,15
2341,10659,ACT,2,15
2342,16345,summer,2,15
2343,437,end,2,15
2344,16469,spring,2,15
2345,27471,beginning,2,15
2346,13424,black,2,15
2347,40248,915th,2,15
2348,21975,address,2,15
2349,17953,create,2,15
2350,42503,reset,2,15
2351,464,Theses,1,10
2352,1026,Itazu,1,10
2353,1722,Aspiring,1,10
2354,7841,Partnering,1,10
2355,818,Inattention,1,10
2356,2202,Onor,1,10
2357,37,Firinga,1,10
2358,11002,Play.d,1,10
2359,42,Kishor,1,10
2360,53,Vikas,1,10
2361,1890,Forbade,1,10
2362,12,-3.0,1,10
2363,24441,InsideOut,1,10
2364,44,Mihir,1,10
2365,34194,Hallival,1,10
2366,14957,TotalAudio,1,10
2367,6943,Mostow,1,10
2368,7191,Duringh,1,10
2369,2425,75Se,1,10
2370,1415,1403,1,10
2371,4846,961st,1,10
2372,6207,Repatriated,1,10
2373,3041,Re2O7,1,10
2374,43665,752nd,1,10
2375,19,4I,1,10
2376,5990,Persephone,1,10
2377,24502,Guardini,1,10
2378,34,CoffeeScript,1,10
2379,33,Barycentric,1,10
2380,45087,Kateřina,1,10
2381,6892,Relocation,1,10
2382,21300,Pictish,1,10
2383,16186,Nationalized,1,10
2384,2484,Shanmughan,1,10
2385,7414,Flirting,1,10
2386,33560,Summercrisp,1,10
2387,16541,Autocar,1,10
2388,5122,Oura,1,10
2389,1544,Heav,1,10
2390,2215,Whence,1,10
2391,35539,Groundcovers,1,10
2392,43,Lachal,1,10
2393,25946,WildStorm,1,10
2394,3559,43d,1,10
2395,1273,Stimulant,1,10
2396,30457,Banana,1,10
2397,5756,Letourneau,1,10
2398,7975,Outre,1,10
2399,38,Gaurav,1,10
2400,7594,Likely,1,10
2401,36063,Columbium,1,10
2402,3260,Aftermath,1,10
2403,3152,Withdrawn,1,10
2404,2953,Atmaram,1,10
2405,18467,Finntroll,1,10
2406,24095,Divodas-,1,10
2407,13719,Greenbacks,1,10
2408,7738,Redknapp,1,10
2409,26766,Silveri,1,10
2410,6425,Notebooks,1,10
2411,8021,Assassin,1,10
2412,25553,Penrhys,1,10
2413,7575,Timex,1,10
2414,28821,Jacquin,1,10
2415,3198,Oneota,1,10
2416,21467,Maerdy,1,10
2417,6653,Hisashi,1,10
2418,22622,Midfielders,1,10
2419,22442,Prioritizing,1,10
2420,50,Sriram,1,10
2421,9139,Ercole,1,10
2422,40640,Near-,1,10
2423,7085,Manyū,1,10
2424,39156,Predrag,1,10
2425,3791,Newscasters,1,10
2426,14874,Schimmel,1,10
2427,39,Harrigan,1,10
2428,12966,Tememe,1,10
2429,2514,Toaru,1,10
2430,817,Thicke,1,10
2431,32661,Humidity,1,10
2432,45139,Fest,1,10
2433,47,Pessolano,1,10
2434,9203,Underdosing,1,10
2435,26141,Judis,1,10
2436,19139,Jeffords,1,10
2437,9273,GAZ,1,10
2438,26121,Organoyttrium,1,10
2439,48401,Commercials,1,10
2440,29067,Privateer,1,10
2441,1858,Therem,1,10
2442,7293,Compass,1,10
2443,24749,Businessweek,1,10
2444,4264,Contesting,1,10
2445,8081,RegulonDB,1,10
2446,15202,Publicist,1,10
2447,20854,Planer,1,10
2448,10082,Georgy,1,10
2449,13306,Goldmoon,1,10
2450,28093,Soona,1,10
2451,9742,McDonagh,1,10
2452,8001,Artaud,1,10
2453,35,Deltarhynchus,1,10
2454,1532,Ifeachor,1,10
2455,46384,Aggressively,1,10
2456,11712,Signalling,1,10
2457,27195,Encana,1,10
2458,5569,Readability,1,10
2459,51,Tibors,1,10
2460,52,Udyam,1,10
2461,49,R4,1,10
2462,9908,Joakim,1,10
2463,3237,Allogamy,1,10
2464,40464,Ruination,1,10
2465,36,EBT,1,10
2466,5377,ComSor,1,10
2467,3347,SheBelieves,1,10
2468,54,Wulfward,1,10
2469,13924,PortEco,1,10
2470,24564,Descendent,1,10
2471,14304,Feats,1,10
2472,41347,Straightway,1,10
2473,5886,Overlook,1,10
2474,13518,Furthering,1,10
2475,5167,Morena,1,10
2476,13681,Greathead,1,10
2477,13256,Michaela,1,10
2478,34522,Jordanians,1,10
2479,33380,Educationally,1,10
2480,3109,Exalt,1,10
2481,9704,Markedly,1,10
2482,27524,Oppositional,1,10
2483,19895,Archaeomarasmius,1,10
2484,34312,Coldharbour,1,10
2485,26754,Ashutosh,1,10
2486,3792,Isberg,1,10
2487,40127,Excavators,1,10
2488,15200,Evander,1,10
2489,22253,LittleBigPlanet,1,10
2490,43139,Tennent,1,10
2491,12621,Helheim,1,10
2492,22,7.Bg5,1,10
2493,13,.no,1,10
2494,36918,Wraith,1,10
2495,2601,Clues,1,10
2496,15642,Discourses,1,10
2497,6690,RecA,1,10
2498,15865,Internment,1,10
2499,33210,Heavyweight,1,10
2500,5005,DeLorey,1,10
2501,33004,Strongroom,1,10
2502,20273,Massed,1,10
2503,26979,Veerbhadra,1,10
2504,15017,Sanada,1,10
2505,41,Jython,1,10
2506,5840,Amresh,1,10
2507,11928,Filipo,1,10
2508,46079,Gabon,1,10
2509,35543,Yeates,1,10
2510,37316,Footballers,1,10
2511,4342,Hereupon,1,10
2512,15137,Fourteenth,1,10
2513,28524,Bornstellar,1,10
2514,7089,Servers,1,10
2515,1925,Chantal,1,10
2516,15730,Panetta,1,10
2517,25383,Hadspen.-This,1,10
2518,13290,Strategopoulos,1,10
2519,27654,Loara,1,10
2520,16130,Notes10,1,10
2521,7469,Defined,1,10
2522,39961,Bowmar,1,10
2523,9414,Brachynemurinae,1,10
2524,9218,KeyBank,1,10
2525,21,6O,1,10
2526,940,10Hf,1,10
2527,18,3.A,1,10
2528,23,8O24,1,10
2529,1485,13N,1,10
2530,20,5S,1,10
2531,40049,Mooregasm,1,10
2532,35740,RosettaDesign,1,10
2533,8585,Aboutown,1,10
2534,2964,Prostituted,1,10
2535,10603,WorldNetDaily,1,10
2536,16504,Japanoise,1,10
2537,22788,SiriusXM,1,10
2538,24129,Promol,1,10
2539,17278,Turnage,1,10
2540,14157,Northland,1,10
2541,12041,Paulos,1,10
2542,8421,Beforehand,1,10
2543,29874,Arthurworrey,1,10
2544,38328,Rossabi,1,10
2545,33239,Muqarnas,1,10
2546,1199,WhatsApp,1,10
2547,6849,TVSquad,1,10
2548,18050,Jiminy,1,10
2549,23609,Nickolai,1,10
2550,35416,Tonari,1,10
2551,23410,Ballarat,1,10
2552,9069,Monoculus,1,10
2553,30645,Centralnaya,1,10
2554,2949,Noachian,1,10
2555,41389,Cornelia,1,10
2556,7554,Johny,1,10
2557,2390,AMC,1,10
2558,4834,Enslaved,1,10
2559,47658,Occupation,1,10
2560,11922,Highlanders,1,10
2561,20418,Cyclin,1,10
2562,41000,Criticality,1,10
2563,4826,Abhijit,1,10
2564,26552,Galba,1,10
2565,48104,1900s,1,10
2566,38480,Births,1,10
2567,14295,Jackals,1,10
2568,20191,Georgekutty,1,10
2569,40747,Gilthanas,1,10
2570,9492,Interpolating,1,10
2571,26560,Armistice,1,10
2572,13414,Veruschka,1,10
2573,34153,Niocast,1,10
2574,22327,Wilks,1,10
2575,41829,Chemist,1,10
2576,19085,Centered,1,10
2577,3398,CHIKA,1,10
2578,22495,CFFC,1,10
2579,19309,Responders,1,10
2580,2396,Soay,1,10
2581,18559,Criteria,1,10
2582,9804,2011-,1,10
2583,11024,2000AD,1,10
2584,46509,Coleco,1,10
2585,28900,Hoagland,1,10
2586,3856,Beefeater,1,10
2587,3629,Blurt,1,10
2588,7676,Marv,1,10
2589,6836,Prudente,1,10
2590,27676,Garvin,1,10
2591,17121,Williamstown,1,10
2592,4965,Reshma,1,10
2593,39945,Interviewees,1,10
2594,16587,Debora,1,10
2595,14040,Israelites,1,10
2596,41603,Mutant,1,10
2597,21701,Campeggio,1,10
2598,38208,Oxalates,1,10
2599,46686,Churchmen,1,10
2600,8642,Gracey,1,10
2601,48374,Kidderminster,1,10
2602,28718,Homansbyen,1,10
2603,2782,Adkison,1,10
2604,25101,Falsehood,1,10
2605,11242,Detre,1,10
2606,18438,Exploding,1,10
2607,56,Ysabella,1,10
2608,20459,Itsuno,1,10
2609,6109,Everyman,1,10
2610,12443,Creedence,1,10
2611,41865,Weatherill,1,10
2612,12193,Belugas,1,10
2613,30098,Oljeitu,1,10
2614,15045,Westnet,1,10
2615,12332,Counts,1,10
2616,9360,Herpetiform,1,10
2617,30026,Puranas,1,10
2618,21306,Denials,1,10
2619,5574,Orchid,1,10
2620,23927,Bernardet,1,10
2621,45842,Susanoo,1,10
2622,19727,Peterloo,1,10
2623,23672,Ronalds,1,10
2624,13587,Harrie,1,10
2625,27827,Kenkō,1,10
2626,24159,Destined,1,10
2627,13749,Histamines,1,10
2628,22797,IronPython,1,10
2629,21447,Sixense,1,10
2630,13436,Magnetica,1,10
2631,23901,Screened,1,10
2632,34919,Motorhead,1,10
2633,14214,Surat,1,10
2634,32454,Romanthony,1,10
2635,23588,Equipe,1,10
2636,34720,DIR,1,10
2637,2231,45th,1,10
2638,8628,150F,1,10
2639,16,1T,1,10
2640,15823,Englishman,1,10
2641,9781,Retouching,1,10
2642,33704,Giulietta,1,10
2643,42885,Franciczek,1,10
2644,38374,Buzenbō,1,10
2645,46667,UrbanRail.net,1,10
2646,25596,Luisa,1,10
2647,34096,Twenty20,1,10
2648,10684,Christen,1,10
2649,16962,Cardiomyopathy,1,10
2650,6747,Mayank,1,10
2651,31334,Sevenoaks,1,10
2652,24893,Tenure,1,10
2653,15783,Broasting,1,10
2654,31837,Sentences,1,10
2655,28452,Mechthild,1,10
2656,31217,Multiplexers,1,10
2657,13470,Directmates,1,10
2658,43460,Literate,1,10
2659,7447,Stepping,1,10
2660,7376,Cheerfulness,1,10
2661,17126,Statius,1,10
2662,24814,Ber,1,10
2663,25166,Rowdy,1,10
2664,12915,Endogenously,1,10
2665,77,nearly,1,10
2666,68,elder,1,10
2667,26180,ν,1,10
2668,39899,Pennethorne,1,10
2669,24099,Federalists,1,10
2670,44132,Electriclarryland,1,10
2671,16353,Audiobook,1,10
2672,13916,Crump,1,10
2673,31310,Obsessive,1,10
2674,10265,Botha,1,10
2675,26764,Renaudin,1,10
2676,34458,Bailee,1,10
2677,31443,Raina,1,10
2678,2348,Almucs,1,10
2679,18009,Revolts,1,10
2680,13102,Mercy,1,10
2681,29478,Honoka,1,10
2682,17140,Missy,1,10
2683,42997,Morningrise,1,10
2684,33191,GWG,1,10
2685,33833,BBC2,1,10
2686,19044,Matte,1,10
2687,22229,Dueidar,1,10
2688,44324,Chuckwagon,1,10
2689,21077,Foundational,1,10
2690,22968,Fast5,1,10
2691,50246,Commission,1,10
2692,3118,Unrepresented,1,10
2693,19703,Protandry,1,10
2694,6601,Dataflow,1,10
2695,35612,Winget,1,10
2696,13434,PowerAnimator,1,10
2697,9444,Consolatio,1,10
2698,7149,Anytime,1,10
2699,17227,Commonweal,1,10
2700,39866,Politian,1,10
2701,43293,Irishcanrana,1,10
2702,20636,Socialite,1,10
2703,6719,Precisely,1,10
2704,40436,Hydrologically,1,10
2705,22342,Landforms,1,10
2706,17827,152Eu,1,10
2707,3132,31xx,1,10
2708,5216,Coli,1,10
2709,1129,1940s,1,10
2710,24602,Foodland,1,10
2711,24102,Beyondte,1,10
2712,20575,Combating,1,10
2713,4677,Appeared,1,10
2714,13247,Grouping,1,10
2715,5805,ML254,1,10
2716,46987,Ryūzu,1,10
2717,28254,Hellvik,1,10
2718,29197,Roadside,1,10
2719,9452,Minimal,1,10
2720,39190,Brazilians,1,10
2721,2937,USFS,1,10
2722,25631,Britishness,1,10
2723,26405,Primeira,1,10
2724,3546,Imagining,1,10
2725,19181,yon,1,10
2726,31730,ESPN2,1,10
2727,11696,Benjen,1,10
2728,11484,Legatine,1,10
2729,30568,Jaye,1,10
2730,44403,Fifthly,1,10
2731,25517,Incident,1,10
2732,4933,Upemba,1,10
2733,31398,Mothering,1,10
2734,7282,Backwards,1,10
2735,14350,Robarts,1,10
2736,17469,Enterprising,1,10
2737,21993,Bey,1,10
2738,16010,Germane,1,10
2739,23739,Recordans,1,10
2740,15439,Personas,1,10
2741,25916,Congressmen,1,10
2742,35882,Lesil,1,10
2743,20508,Andrewes,1,10
2744,1507,1839,1,10
2745,20644,Browncroft,1,10
2746,31270,Jacksonville,1,10
2747,18833,Poachers,1,10
2748,3666,Mykel,1,10
2749,6,'Coven,1,10
2750,2504,Thatcherism,1,10
2751,29974,Singet,1,10
2752,13295,Fullerton,1,10
2753,17367,Darkening,1,10
2754,14134,Callaway,1,10
2755,9590,Stillness,1,10
2756,34533,Pasture,1,10
2757,16973,Wasalu,1,10
2758,6187,Drayson,1,10
2759,8731,Windward,1,10
2760,37798,Feargus,1,10
2761,25526,Activist,1,10
2762,38803,Hunterdon,1,10
2763,7936,Engabreen,1,10
2764,26529,Arianna,1,10
2765,12393,Daylesford,1,10
2766,1639,Youki,1,10
2767,42562,Birders,1,10
2768,33901,Akikan,1,10
2769,15156,Teruel,1,10
2770,5960,Desegregation,1,10
2771,12128,Janus,1,10
2772,43719,Rogerstone,1,10
2773,16284,IGN.com,1,10
2774,20682,Bonvisio,1,10
2775,20939,Importing,1,10
2776,16438,Shortz,1,10
2777,35277,Dirhenium,1,10
2778,8291,Transgenic,1,10
2779,44909,Structurae,1,10
2780,7792,NCA,1,10
2781,42787,BioGPS,1,10
2782,25104,Researching,1,10
2783,710,neon,1,10
2784,29800,Multiwall,1,10
2785,12130,Patada,1,10
2786,14967,Timperley,1,10
2787,8134,Refurbished,1,10
2788,30813,Communitarianism,1,10
2789,41984,Marshfield,1,10
2790,23286,BiF,1,10
2791,24802,Trackways,1,10
2792,6767,Teasing,1,10
2793,21174,Danube,1,10
2794,17760,TechCrunch,1,10
2795,24119,Maryang,1,10
2796,25298,VanWinkle,1,10
2797,34674,Virginian,1,10
2798,6435,Peatey,1,10
2799,41338,Joyride,1,10
2800,49681,Kinloch,1,10
2801,41083,Janeane,1,10
2802,10707,Decapitation,1,10
2803,10414,conflict,1,10
2804,672,obZen,1,10
2805,19726,magnetic,1,10
2806,4625,undergraduate,1,10
2807,738,identification,1,10
2808,3351,Scania,1,10
2809,12468,Workouts,1,10
2810,13313,Connect,1,10
2811,25234,Eastlake,1,10
2812,24331,Propionibacterium,1,10
2813,55,XBTM,1,10
2814,12016,Psoralen,1,10
2815,13031,MicroPython,1,10
2816,48017,Magnan,1,10
2817,12442,Supermodel,1,10
2818,17483,Turan,1,10
2819,42590,Albertite,1,10
2820,7355,Avast,1,10
2821,10606,Coronet,1,10
2822,18683,DiStasio,1,10
2823,4561,Spafford,1,10
2824,46200,Sinologist,1,10
2825,7222,Cohesive,1,10
2826,44350,Utahraptor,1,10
2827,15884,Toriten,1,10
2828,9861,Glaciologists,1,10
2829,24849,Absinthe,1,10
2830,5606,Suiyōbi,1,10
2831,39646,Saburō,1,10
2832,37281,KaDee,1,10
2833,31923,Psychotherapist,1,10
2834,35028,DJs,1,10
2835,28115,Holowka,1,10
2836,49092,Ottolenghi,1,10
2837,23303,Haapsalu,1,10
2838,20556,Originality,1,10
2839,25025,Gregorius,1,10
2840,13729,Costas,1,10
2841,16980,Jul,1,10
2842,18219,Jonquils,1,10
2843,25881,Kataguruma,1,10
2844,13448,Matthes,1,10
2845,17919,Smiths,1,10
2846,24732,Nightjars,1,10
2847,43454,Becka,1,10
2848,6398,Actinide,1,10
2849,27898,Captaincy,1,10
2850,5703,Justiciability,1,10
2851,24338,Leeves,1,10
2852,16979,Popcorn,1,10
2853,17932,Hostages,1,10
2854,19665,Rockford,1,10
2855,39668,Adjusted,1,10
2856,36927,Duris,1,10
2857,30746,Susaye,1,10
2858,15592,TeamBath,1,10
2859,47522,Facially,1,10
2860,43362,Ferndale,1,10
2861,16060,Homeostasis,1,10
2862,15633,RealSouthPark.com,1,10
2863,21544,Crosswise,1,10
2864,10374,Barberton,1,10
2865,27275,Characterization,1,10
2866,1065,122403,1,10
2867,40171,Representational,1,10
2868,47504,Detections,1,10
2869,24914,Premierships,1,10
2870,16643,Winanta,1,10
2871,3646,Plumbing,1,10
2872,15562,Increment,1,10
2873,31467,Typisch,1,10
2874,6732,Fraternisation,1,10
2875,11531,Palimpsest,1,10
2876,20029,Fivefold,1,10
2877,42779,Correctable,1,10
2878,47573,Zenbook,1,10
2879,30946,Persisters,1,10
2880,23828,Primaries,1,10
2881,22438,Lordosis,1,10
2882,49174,Destroyer,1,10
2883,15047,Lightbowne,1,10
2884,6935,Commit,1,10
2885,46751,Jacobus,1,10
2886,21762,Raubritter,1,10
2887,39315,Capitalist,1,10
2888,8600,Stepanov,1,10
2889,30380,Jamón,1,10
2890,29321,Ratingen,1,10
2891,5308,Meinhard,1,10
2892,49738,Spectator,1,10
2893,38638,Ívarr,1,10
2894,48873,Discuss,1,10
2895,5653,MSG,1,10
2896,37753,Karimi,1,10
2897,42268,Fedor,1,10
2898,19453,Electroslag,1,10
2899,8777,GameBrink.Com,1,10
2900,6307,Postmodern,1,10
2901,19040,ScottishPower,1,10
2902,9915,Blackavar,1,10
2903,265,atmospheric,1,10
2904,18943,Infraphylum,1,10
2905,13739,ActivePerl,1,10
2906,22834,Román,1,10
2907,32140,Stanleytown,1,10
2908,18673,Philanthropenos,1,10
2909,20602,Sundanese,1,10
2910,16635,Boley,1,10
2911,27991,Horatia,1,10
2912,12310,SMALL,1,10
2913,22785,Speeders,1,10
2914,20376,Insulated,1,10
2915,9487,Classifiers,1,10
2916,5124,Maninder,1,10
2917,3987,Donop,1,10
2918,33246,Angelotti,1,10
2919,22991,Burghs,1,10
2920,25777,Republicanism,1,10
2921,15307,Showtime,1,10
2922,24586,Begbies,1,10
2923,25396,Potenza,1,10
2924,25492,Tybalt,1,10
2925,35230,Rapoport,1,10
2926,26302,Lateef,1,10
2927,40341,Differently,1,10
2928,24428,Margins,1,10
2929,42921,Groovy,1,10
2930,34356,Streetly,1,10
2931,13014,Bestselling,1,10
2932,23830,Murli,1,10
2933,11883,memória,1,10
2934,49985,Chipo,1,10
2935,16632,Moaveni,1,10
2936,42672,Meglia,1,10
2937,17875,Continents,1,10
2938,34777,Gamaka,1,10
2939,38197,Hyperactivity,1,10
2940,46489,Nicholls,1,10
2941,15086,Silberstein,1,10
2942,47849,Natatores,1,10
2943,21902,Walterfang,1,10
2944,38318,Sacredly,1,10
2945,46130,Graystripe,1,10
2946,48,Q2,1,10
2947,15988,Controls,1,10
2948,43035,Lakefront,1,10
2949,10694,Muskrat,1,10
2950,17574,Footdrumming,1,10
2951,42273,JetPrivilege,1,10
2952,27682,Ingredient,1,10
2953,42230,Laboratories,1,10
2954,23409,Josefin,1,10
2955,21357,Comment,1,10
2956,35403,Cropper,1,10
2957,259,inferior,1,10
2958,20148,Deathmatch,1,10
2959,18947,LiveArea,1,10
2960,35608,Mixers,1,10
2961,28532,Dermatologists,1,10
2962,15546,Radhakrishnan,1,10
2963,47148,Bridei,1,10
2964,5317,Intubation,1,10
2965,16598,Volcano,1,10
2966,47918,Liebknecht,1,10
2967,14565,LocalDAB,1,10
2968,35660,Duino,1,10
2969,2943,ECMAScript,1,10
2970,4462,BSGI,1,10
2971,10482,BookPage,1,10
2972,38351,ÉPA,1,10
2973,42904,Principle,1,10
2974,5246,Mrkšić,1,10
2975,19070,Investitures,1,10
2976,14662,Lifequest,1,10
2977,8413,Remiges,1,10
2978,13746,Genomic,1,10
2979,35726,Proszowice,1,10
2980,33317,Telangiectasias,1,10
2981,33074,Travelogues,1,10
2982,41030,Segun,1,10
2983,8924,UEFI,1,10
2984,1546,ESCORT,1,10
2985,7762,Valvrave,1,10
